item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
BuzzFeed News,1020058453,BuzzFeedNews,1394178,4766,203876,11906
Bloomberg Wealth,1668256296,wealth,63380,1523,22606,736
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Kevin Grandia,12726792,kgrandia,109383,98075,34115,957
Albert Spahiu,25107067,albertspahiu,399,45,608,3
Tyler Winklevoss,24222556,tyler,1018892,2654,11942,8082
NBC4 Washington,14980820,nbcwashington,333774,1659,319880,3996
NBC Chicago,14957318,nbcchicago,470414,1465,266392,4370
Grady Booch,397689316,Grady_Booch,82512,512,77232,1511
CNBC Tech,19962813,CNBCtech,68358,139,38111,1284
Marie Myung-Ok 명옥 Lee,41591401,MarieMyungOkLee,11636,391,124658,556
Mark Jeffrey,11392102,markjeffrey,47319,5109,52665,610
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
Financial Review,19050000,FinancialReview,332397,538,226223,3541
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Gadgets 360,43077446,Gadgets360,363130,12,166753,1889
Danielle DiMartino Booth,3280573716,DiMartinoBooth,174729,498,121278,3120
muneeb.btc,14110443,muneeb,81280,509,11589,2193
Dan Gambardello,37881270,cryptorecruitr,214001,260,15144,965
Connor Sephton,68187906,ConnorSephton,3711,1593,5380,36
Libertarian-In-Chief,59674605,ToddHagopian,54586,13564,68465,488
Lolli 🍭,971046392872521730,trylolli,65132,1245,19623,515
Slate,15164565,Slate,1771045,698,527873,30235
CoinMarketCap,2260491445,CoinMarketCap,4730864,1826,16369,14301
CNN,759251,CNN,56009618,1102,364099,151625
Bruno Maçães,1480749782,MacaesBruno,81098,1561,55146,1036
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
Niko Stratis,1003724318621069314,nikostratis,10262,2798,38498,28
WGRZ,15308015,WGRZ,197612,2041,277217,1271
"Mick Hagen (3,3) 🦋 🏀",15537918,mickhagen,22325,497,23370,598
ForexLive,19399038,ForexLive,290637,1003,368188,5711
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
#JusticeForJulius | Chanda Prescod-Weinstein,14981648,IBJIYONGI,94554,8309,105407,1205
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Supersonic Art,150765064,SupersonicArt,9140,1063,24232,255
スーパーデイブ,1232628913781846016,David_Jolly_DC,262,1119,1177,5
Fakhr-e-Alam,727059528,falamb3,356498,936,43434,251
Gareth Soloway,259354209,GarethSoloway,63007,17,16029,622
WPMT FOX43,9544952,fox43,81919,1183,221070,684
Warren Whitlock,15081182,WarrenWhitlock,490227,379841,252725,11227
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
lori montgomery,54276497,loriamontgomery,6961,712,522,262
CTV Regina,138101587,ctvregina,52452,196,64866,325
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Timothy Sykes,11247222,timothysykes,310381,1279,185774,3576
Paolo Ardoino,109404961,paoloardoino,103857,371,9041,982
Sophie Dee,20649488,sophiedee,1245254,641,1213,4633
Solyman Jami,371085933,Jitokeze,19905,1185,3806,29
SkrillCrypto,1196387004512112640,SkrillCrypto,3345,120,1454,11
Josh Page,49029763,TenorJoshPage,7542,754,13109,89
Pulte,25029495,pulte,3193627,784,10490,1506
TheStreet,15281391,TheStreet,822147,1241,220405,7312
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
Andrew T. Walker,16580457,andrewtwalk,21054,582,8777,305
Patrick Whittle,115941650,pxwhittle,7469,3949,129316,313
Lyn Alden,823766058909761536,LynAldenContact,348852,285,10125,6104
Post Business,16909907,washpostbiz,11164,352,65636,563
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Damian Paletta,115718513,damianpaletta,23462,3662,11189,1011
Chris Holm,82361378,chrisfholm,5288,800,118,200
Stephan Kinsella,14104994,NSKinsella,15143,551,16497,273
Casa,789180648472797188,CasaHODL,39402,258,6398,809
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Constance L Hunter,408755761,ConstanceHunter,7529,1535,9585,260
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Slashdot,1068831,slashdot,302695,206,111498,10832
WQAD,23981681,wqad,47249,806,119971,474
Matt Wallace,805532293951606785,MattWallace888,481327,2646,7014,542
YOHAN 🗣BBB22,278128809,officialyohan,656,88,9813,24
Manny Alicandro,992623688028774400,Manny_Alicandro,16692,13789,1093,41
ABC10,18655359,ABC10,154534,2000,234122,1542
John Nosta,19711691,JohnNosta,68459,51832,132607,2866
Alistair Milne,20902138,alistairmilne,116816,2311,16825,2283
11Alive News,14268564,11AliveNews,403676,2738,464158,2323
hiten.eth,3382,hnshah,270223,3,86371,8512
Kirtan A Shah,131119176,KirtanShahCFP,72161,96,13030,646
Gab.com,767960339547774976,getongab,385560,119,1008,1268
Watcher.Guru,1387497871751196672,WatcherGuru,575225,20,4401,961
MrHumanity,1046250140313505792,MrHumanityGives,98191,128,44799,60
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
Forbes,91478624,Forbes,17422581,5144,357798,61313
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
Alejandro Salomon,59653593,salomondrin,288425,264,18867,378
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
IDG Connect,14921529,idgconnect,9813,3239,17889,756
The Economist,32353291,EconUS,122077,200,48054,3476
Paxful,2307190704,paxful,114809,197,26935,414
Matt Drange,255382087,mattdrange,6976,1241,20973,340
James Fell,23665730,BodyForWife,35958,1135,20028,503
Cullen Roche,22088714,cullenroche,65489,1832,29506,2365
Lauren Razavi,29206330,LaurenRazavi,12602,543,1880,376
Toronto Star,12848262,TorontoStar,1118833,613,368278,8431
BitcoinChief (TATCOIN TRADER),2732813213,gaiuschibueze,30680,1104,4864,54
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
TIME,14293310,TIME,18557883,509,386222,104755
CZ 🔶 Binance,902926941413453824,cz_binance,5060596,1580,6256,18881
8News WRIC Richmond,23948496,8NEWS,103717,1634,207293,1082
WKYC 3News,14296548,wkyc,190429,18111,341432,1823
CTV Lethbridge,152004319,CTVLethbridge,17938,244,58048,179
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
Bloomberg Economics,144274618,economics,311977,1998,133544,4958
KARE 11,13001192,kare11,365990,713,215562,2503
The Associated Press,51241574,AP,15454196,6840,309277,102487
ZDNet,3819701,ZDNet,464907,205,334487,12031
KVOA News 4 Tucson,17525510,KVOA,82530,1617,162231,965
SpeedReads,2248932158,SpeedReads,11215,606,74686,334
Jameson Lopp,23618940,lopp,381309,246,34552,6529
CNN International,2097571,cnni,13073880,368,268836,46497
Ed Carson,1544270486,IBD_ECarson,16082,471,29588,390
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
Serv'ed (pr:Srrvid)🙏 (He/They),76780580,rmantha2,538067,44031,12711,359
Chris Dunn,14923571,ChrisDunnTV,56056,169,13002,1107
Diane Jeantet,103572210,dianejeantet,2631,1352,6181,121
Tommy Vietor,155784594,TVietor08,605618,2480,6983,6223
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Steven Cohn,33931931,spcohn,3011,4725,38487,220
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Numbrs,1251697254,Numbrs,171388,52,760,435
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
Steve Hanke,863527548,steve_hanke,397232,6802,39033,3031
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
TotemFi,1310598965646299136,TotemFi,22371,1925,1319,66
James DePorre,602811570,RevShark,25684,647,63498,647
Von Wong,23994947,thevonwong,14684,1237,12273,470
Grady Booch,397689316,Grady_Booch,82512,512,77232,1511
Gulf News,20578408,gulf_news,1330891,239,282756,3712
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Jason Nelson,739164545306918912,dragonwolftech,4293,4952,22533,66
Marc Cieslak,86921824,MarcCieslak,5637,544,4910,115
Steven Herndon,25614700,HernDOGG,1016,1396,2954,21
Aiemann Zahabi,113799262,Aiemannzahabi,4577,386,9283,55
Joe Pompliano,1230676218770579456,JoePompliano,355263,1356,12546,1839
Matt James,1259625712627130380,mattjames919,80780,165,606,149
CNBC,20402945,CNBC,4484090,850,476208,37245
Dan Gambardello,37881270,cryptorecruitr,214001,260,15144,965
Austin Federa 🤙◎,38055242,Austin_Federa,13069,1094,3997,224
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
Allan Creasy,2727192831,ServeThe901,16106,484,12041,113
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
Eric Sykes,1371412939,ConsiderEric,11274,1215,3446,13
Preston Byrne,151936663,prestonjbyrne,51795,2580,12261,1813
The Souled Store,1318756638,thesouledstore,9548,20,14183,25
Slate,15164565,Slate,1771045,698,527873,30235
CNN France,31904265,CNNFrancePR,34587,6301,77592,653
Blockstream,2307692107,Blockstream,188389,901,9922,2838
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Joshua Goodman,453495356,APjoshgoodman,28479,556,4455,543
Frank Holmes,34844978,bulldogholmes,11263,1696,17359,161
CoinsKid,24671050,tomskiweb,116640,127,11045,617
DJ Vlad - VladTV.com,18088038,djvlad,168847,933,253067,1559
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
David Biller,98726426,DLBiller,15945,2011,17774,424
E. Eduardo Castillo,512891547,EECastilloAP,5356,2432,14815,265
FOX West Texas,2559535657,FOXWestTexas,2709,614,66051,128
d3k 🇮🇳 🏴‍☠️,17618539,deepakravindran,5043,4400,21709,158
KRMGtulsa,18205191,KRMGtulsa,29441,564,295683,460
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
Philipp Mattheis,42894164,PhilippMattheis,3700,2381,11174,137
Ode' Osbourne,342959635,OdeOsbourne,3799,265,1661,26
CULT LEADER,254841263,Billyracxx,6228,2914,14901,48
Kiplinger,22042454,Kiplinger,54524,2873,71175,1958
Paxful,2307190704,paxful,114809,197,26935,414
The Peninsula Qatar,60017224,PeninsulaQatar,63517,241,239179,996
jstn.eth,14220621,jstn,20736,2512,26993,271
Litecoin,385562752,litecoin,907255,27,1528,4724
Carl Quintanilla,114782468,carlquintanilla,337388,5506,100438,5128
The Star,22594051,staronline,1755829,251,449125,4064
Tom Barrabi,223243516,TBarrabi,1517,418,10145,60
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
Forbes Middle East,1276177187322945541,Forbes_MENA_,7018,10,16934,55
Michael Batnick,93529573,michaelbatnick,173825,1232,44897,3785
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Gabriel Stargardter,153936935,gabstargardter,3763,1381,10145,171
Talk 1370,23788966,TALK1370,2712,2843,294399,148
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Charlie Shrem,22682896,CharlieShrem,240833,736,17765,4015
Alex Baker,31217160,alexbakerman,19928,1284,40027,122
Adam McLane,9904602,mclanea,4032,561,97979,275
Toivo Haimi,1151340871,toivohaimi,13880,5161,44624,62
WWL-TV,14269771,WWLTV,212966,917,265340,1910
André Fran,38799818,andrefran,130137,1105,76741,489
BitcoinChief (TATCOIN TRADER),2732813213,gaiuschibueze,30680,1104,4864,54
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Fed Up Cassandra,101002059,Frances_Coppola,66261,5184,575602,2189
Fast Co. Tech,1114932710,FastCoTech,11413,168,8890,525
Ajay Vir Jakhar,199069043,Ajayvirjakhar,11136,62,14632,94
Ben Carlson,97530284,awealthofcs,186365,663,35370,4031
EJ Fox 🌻,10449,mrejfox,2536,5308,29305,143
Mark Funkhouser,23325591,mayorfunk,2824,3375,8054,123
Tom Goodwin,227399720,tomfgoodwin,42341,3995,62334,1202
The National,20583993,TheNationalNews,1096248,215,200923,2723
JAYECANE,35837162,Jayecane,242659,241,182872,427
Frantisek Hrinkanic,889056265250508801,Frankhrinkanic,9545,285,1781,7
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Dow,286654612,mark_dow,92745,3837,105213,2567
New Straits Times,55186601,NST_Online,776316,433,274095,2221
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
✍ Seyi Gesinde,2159970682,GhesheS,25090,14525,22899,171
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
Matt Cox,59729434,findmattcox,6321,544,7918,55
Frank Holmes,34844978,bulldogholmes,11263,1696,17359,161
Namcios,1273776346771132417,namcios,3568,583,1497,57
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Preston Byrne,151936663,prestonjbyrne,51795,2580,12261,1813
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
EMKWAN,19662517,emkwan,22697,997,146592,351
Graeme Powell,2869621064,GraemePowell3,3286,2519,11677,99
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Bloomberg,34713362,business,7858682,1372,759908,64632
Emily Nicolle,923853191799803904,emilyjnicolle,4628,785,2964,87
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
hussein kanji,2278321,hkanji,19543,6243,93906,920
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
Nassim Nicholas Taleb,381289719,nntaleb,813391,1258,36394,10756
Calvin,75343905,calvinrobinson,141465,1094,9913,2
tante,14179278,tante,25641,715,103068,306
TeluguStop.com,947147264,telugustop,45223,805,105712,12
Business Standard,43855487,bsindia,2175622,429,378615,3666
Mint,17673635,livemint,2019674,66,385810,3912
John Dough - realjohndough.eth,436476907,RealJohnDough,116697,2044,17944,366
Free Press Journal,295693924,fpjindia,29871,565,297415,453
Moneycontrol,68927629,moneycontrolcom,1245319,345,342268,3247
Madhu Menon,31709458,madmanweb,21351,1721,198995,512
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
DealBook,16955517,dealbook,123199,303,69080,3689
PIXELORD,98990456,pixelord,95193,1126,15875,349
Sooz Kempner,19702547,SoozUK,66612,5198,100244,214
TrendSpider,969571031030616071,TrendSpider,196067,1359,51970,3071
Rest of World,32519755,restofworld,58667,1709,7456,1053
Keith McCullough,18378349,KeithMcCullough,207095,784,217830,3593
Raphael Schön,173602716,raphschoen,8722,783,6668,96
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Gabriela Frías,21694413,gfrias,215430,7506,34461,2149
Monika Halan,47995732,monikahalan,64896,728,37282,671
Josh Barrie,103688177,joshbythesea,10486,2496,104706,158
Hindustan Times,36327407,htTweets,8375207,152,1010136,7936
Relai 🇪🇺,1106135773424902144,relai_app,10239,2509,8623,113
Gareth Soloway,259354209,GarethSoloway,63007,17,16029,622
Joe Easton,303161755,marketsjoe,2062,915,8780,46
JSTOR Daily,2696503964,JSTOR_Daily,45657,996,30633,976
DT en Español,3374269216,DigitalTrendsEs,140890,135468,66268,750
Safir,57073389,safiranand,138889,360,79723,1151
Olivier Janssens,2282138214,olivierjanss,11915,403,4768,315
Bangkok Post,20583561,BangkokPostNews,196841,121,155919,2740
Hindustan Times,1066972567943053312,HindustanTimes,59947,15,480198,280
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Vladimir Aras,19126035,VladimirAras,48568,4000,47247,356
Peter Schiff,56562803,PeterSchiff,641969,266,20879,5735
Omar Todd,930003926,OmarTodd,64550,508,7987,129
Paxful India,1227967791791140864,paxful_India,4450,9,893,11
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Sharif Mohamed ⚡️,529797621,sharifmv,5068,2462,48573,49
John Thornhill,247564142,johnthornhillft,9980,4337,4419,317
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
Henry Blodget,6730222,hblodget,147533,1552,90687,4877
𝑀𝒶𝓎𝟩𝓋𝑒𝓃 ™ QUEEN,26703375,May7ven,35741,2426,115917,178
James DePorre,602811570,RevShark,25684,647,63498,647
Business Insider Africa,897844583618547712,BusInsiderSSA,5839,293,18285,61
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
BitcoinChief (TATCOIN TRADER),2732813213,gaiuschibueze,30680,1104,4864,54
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
Digital Trends,14763734,DigitalTrends,2027714,210948,197192,13217
MMCrypto,904700529988820992,MMCrypto,746734,3366,7096,2776
Ryan Browne,283616655,Ryan_Browne_,8961,2281,3243,231
Harry Robertson,4860330353,harrygrobertson,916,990,769,18
National Herald,2590835076,NH_India,110972,328,71747,283
Bloomberg UK,774195721000087552,BloombergUK,131532,120,38449,2278
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Emily Nicolle,923853191799803904,emilyjnicolle,4628,785,2964,87
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Bloomberg Technology,21272440,technology,426065,244,72146,7102
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Bloomberg,34713362,business,7858682,1372,759908,64632
The Source Magazine,16630362,TheSource,732384,3699,314936,3217
Paytm Money Care,948127227136184321,PaytmMoneyCare,12886,4,33384,16
Raphael Schön,173602716,raphschoen,8722,783,6668,96
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
David Ingles,496997835,DavidInglesTV,51000,2088,6598,1160
Bloomberg Middle East,3413058154,middleeast,52719,95,43134,1140
Lark Davis,30325257,TheCryptoLark,863452,448,39045,5309
Sytaylor,19651231,sytaylor,43209,4805,45179,1775
Bloomberg Africa,632923508,BBGAfrica,191284,152,46586,1756
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
Bloomberg Markets,69620713,markets,1139419,286,161199,14871
Vauld,982364348038303744,VauldOfficial,14904,6,2641,74
FINXFLO,1252632936949485570,Finxflo,20687,72,2462,94
Zee News English,18071358,ZeeNewsEnglish,5551802,31,411774,3500
Du Jun,1320137963112574976,DujunX,162584,137,917,190
Crypto Adventure,798107102732500992,CryptoAdventure,102640,3961,12689,211
Suhail Chandhok,47657891,suhailchandhok,30790,903,11714,92
ETMarkets,81083096,ETMarkets,567660,198,232622,2134
Gulf Today,73228608,gulftoday,126381,56,221645,811
LatestLY,828841083257778176,latestly,72541,347,232112,111
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
ASHWANI MAHAJAN,215685563,ashwani_mahajan,35728,5187,46837,100
Business Standard,43855487,bsindia,2175622,429,378615,3666
Forbes,91478624,Forbes,17422581,5144,357798,61313
Dave Vetter,1036574230207504385,DavidRVetter,3094,1855,3425,67
NYT Business,1754641,nytimesbusiness,834317,462,241368,15340
News18.com,284920800,news18dotcom,157878,174,251401,857
Dailyhunt,107026807,DailyhuntApp,34307,375,40756,131
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Daily Mail Online,15438913,MailOnline,2667835,2227,429490,13411
Renegade Inc.,26784152,Renegade_Inc,23612,5369,69752,741
Stears Business,2857405981,StearsBusiness,76790,72,84097,357
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Deccan Herald,268201193,DeccanHerald,86679,151,323291,709
Free Press Journal,295693924,fpjindia,29871,565,297415,453
Ahmedabad Mirror,124121096,ahmedabadmirror,44187,281,48926,169
India.com,22793955,indiacom,23258,753,237815,293
RT,64643056,RT_com,2958984,699,412935,20681
The Independent,16973333,Independent,3655545,396,1218969,25944
imo,106518671,imobbcs,981,277,18923,55
